384->96, 0.169, 0.262 
384->192, 0.220, 0.297 
384->96, 0.297, 0.352 
384->336, 0.267, 0.327 
384->720, 0.353, 0.380 
384->192, 0.327, 0.370 
384->336, 0.353, 0.386 
384->720, 0.399, 0.417 
384->96, 0.304, 0.355 
384->192, 0.351, 0.387 
384->336, 0.358, 0.395 
384->720, 0.396, 0.432 
384->96, 0.296, 0.351 
384->96, 0.288, 0.345 
384->192, 0.347, 0.383 
384->336, 0.361, 0.397 
384->720, 0.386, 0.425 
384->96, 0.289, 0.347 
384->192, 0.351, 0.392 
384->336, 0.366, 0.405 
384->720, 0.406, 0.441 
384->96, 0.303, 0.354 
384->192, 0.332, 0.372 
384->96, 0.171, 0.261 
384->192, 0.224, 0.297 
384->336, 0.362, 0.389 
384->336, 0.275, 0.332 
384->720, 0.411, 0.420 
384->720, 0.353, 0.381 
384->96, 0.302, 0.354 
384->96, 0.171, 0.261 
384->336, 0.423, 0.433 
384->720, 0.452, 0.468 
384->96, 0.303, 0.356 
384->192, 0.335, 0.375 
384->336, 0.360, 0.391 
384->96, 0.172, 0.265 
384->720, 0.403, 0.420 
384->192, 0.225, 0.301 
384->336, 0.274, 0.331 
384->720, 0.354, 0.382 
384->96, 0.380, 0.406 
384->192, 0.407, 0.422 
384->336, 0.420, 0.431 
384->720, 0.454, 0.469 
384->336, 0.423, 0.433 
384->720, 0.457, 0.472 
384->336, 0.419, 0.430 
384->720, 0.445, 0.464 
384->336, 0.425, 0.435 
384->720, 0.435, 0.457 
384->96, 0.294, 0.355 
384->192, 0.347, 0.390 
384->336, 0.358, 0.401 
384->720, 0.392, 0.431 
384->96, 0.383, 0.408 
384->96, 0.302, 0.361 
384->192, 0.409, 0.422 
384->336, 0.424, 0.433 
384->192, 0.350, 0.392 
384->720, 0.437, 0.460 
384->336, 0.359, 0.403 
384->720, 0.397, 0.435 
384->96, 0.306, 0.358 
384->96, 0.173, 0.265 
384->192, 0.228, 0.302 
384->192, 0.339, 0.378 
384->336, 0.279, 0.335 
384->96, 0.313, 0.367 
384->192, 0.363, 0.397 
384->720, 0.355, 0.383 
384->336, 0.369, 0.405 
384->720, 0.401, 0.436 
384->336, 0.366, 0.395 
384->96, 0.388, 0.412 
384->192, 0.413, 0.427 
384->336, 0.424, 0.433 
384->720, 0.446, 0.466 
384->720, 0.411, 0.425 
384->96, 0.308, 0.361 
384->192, 0.356, 0.392 
384->336, 0.367, 0.403 
384->720, 0.394, 0.430 
384->96, 0.306, 0.358 
384->192, 0.339, 0.379 
384->336, 0.366, 0.395 
384->720, 0.410, 0.424 
384->96, 0.301, 0.353 
384->192, 0.331, 0.371 
384->336, 0.360, 0.387 
384->720, 0.407, 0.416 
384->96, 0.291, 0.347 
384->192, 0.352, 0.385 
384->336, 0.359, 0.399 
384->720, 0.387, 0.424 
384->96, 0.380, 0.407 
384->192, 0.409, 0.425 
384->336, 0.427, 0.436 
384->720, 0.430, 0.455 
384->96, 0.285, 0.343 
384->192, 0.348, 0.383 
384->96, 0.379, 0.407 
384->336, 0.362, 0.399 
384->720, 0.393, 0.431 
384->192, 0.407, 0.422 
384->336, 0.420, 0.430 
384->720, 0.443, 0.457 
384->96, 0.304, 0.355 
384->96, 0.173, 0.265 
384->192, 0.336, 0.373 
384->192, 0.229, 0.303 
384->336, 0.272, 0.333 
384->336, 0.364, 0.390 
384->720, 0.353, 0.384 
384->720, 0.413, 0.423 
384->96, 0.290, 0.348 
384->96, 0.375, 0.403 
384->192, 0.352, 0.385 
384->336, 0.370, 0.404 
384->192, 0.407, 0.424 
384->720, 0.401, 0.437 
384->336, 0.422, 0.434 
384->720, 0.441, 0.461 
384->96, 0.171, 0.262 
384->192, 0.226, 0.300 
384->96, 0.308, 0.357 
384->336, 0.269, 0.330 
384->720, 0.356, 0.386 
384->192, 0.338, 0.375 
384->336, 0.365, 0.391 
384->720, 0.409, 0.421 
384->96, 0.285, 0.347 
384->192, 0.350, 0.388 
384->336, 0.363, 0.401 
384->720, 0.391, 0.430 
384->96, 0.381, 0.409 
384->192, 0.412, 0.428 
384->336, 0.432, 0.444 
384->720, 0.430, 0.456 
384->96, 0.383, 0.410 
384->192, 0.414, 0.430 
384->336, 0.434, 0.445 
384->720, 0.438, 0.463 
384->96, 0.396, 0.417 
384->192, 0.427, 0.436 
384->336, 0.445, 0.450 
384->720, 0.439, 0.463 
384->96, 0.377, 0.407 
384->192, 0.407, 0.426 
384->336, 0.429, 0.441 
384->96, 0.285, 0.347 
384->720, 0.445, 0.466 
384->192, 0.349, 0.386 
384->336, 0.365, 0.402 
384->720, 0.391, 0.429 
384->96, 0.376, 0.406 
384->192, 0.407, 0.426 
384->336, 0.429, 0.441 
384->720, 0.435, 0.460 
384->96, 0.158, 0.212 
384->192, 0.201, 0.250 
384->96, 0.376, 0.406 
384->192, 0.407, 0.426 
384->336, 0.429, 0.442 
384->720, 0.445, 0.466 
384->96, 0.376, 0.406 
384->192, 0.407, 0.427 
384->336, 0.419, 0.434 
384->720, 0.429, 0.455 
384->336, 0.250, 0.287 
384->720, 0.320, 0.335 
384->96, 0.298, 0.351 
384->192, 0.331, 0.371 
384->336, 0.357, 0.387 
384->720, 0.400, 0.414 
384->96, 0.170, 0.263 
384->192, 0.225, 0.299 
384->336, 0.275, 0.333 
384->720, 0.354, 0.383 
384->96, 0.287, 0.344 
384->192, 0.351, 0.385 
384->336, 0.370, 0.404 
384->96, 0.378, 0.405 
384->720, 0.392, 0.429 
384->192, 0.410, 0.426 
384->336, 0.422, 0.435 
384->720, 0.449, 0.466 
384->96, 0.310, 0.358 
384->192, 0.341, 0.378 
384->336, 0.369, 0.393 
384->720, 0.413, 0.424 
384->96, 0.289, 0.346 
384->192, 0.351, 0.385 
384->96, 0.376, 0.405 
384->336, 0.370, 0.404 
384->192, 0.411, 0.430 
384->720, 0.398, 0.432 
384->336, 0.442, 0.454 
384->720, 0.476, 0.490 
384->96, 0.169, 0.261 
384->192, 0.220, 0.296 
384->336, 0.268, 0.329 
384->720, 0.357, 0.388 
384->96, 0.378, 0.405 
384->192, 0.410, 0.426 
384->336, 0.424, 0.438 
384->720, 0.451, 0.471 
384->96, 0.377, 0.405 
384->192, 0.408, 0.425 
384->336, 0.424, 0.437 
384->720, 0.462, 0.476 
384->336, 0.422, 0.435 
384->720, 0.461, 0.475 
384->336, 0.419, 0.432 
384->720, 0.438, 0.461 
384->96, 0.375, 0.403 
384->192, 0.406, 0.422 
384->336, 0.420, 0.432 
384->720, 0.437, 0.460 
384->96, 0.285, 0.343 
384->192, 0.350, 0.382 
384->336, 0.367, 0.399 
384->720, 0.391, 0.427 
384->96, 0.291, 0.346 
384->192, 0.354, 0.383 
384->336, 0.368, 0.401 
384->720, 0.395, 0.431 
384->96, 0.376, 0.402 
384->192, 0.406, 0.420 
384->336, 0.419, 0.429 
384->720, 0.436, 0.454 
384->96, 0.307, 0.356 
384->192, 0.341, 0.376 
384->96, 0.174, 0.266 
384->192, 0.229, 0.302 
384->336, 0.276, 0.335 
384->336, 0.367, 0.392 
384->720, 0.359, 0.386 
384->720, 0.408, 0.419 
384->96, 0.308, 0.357 
384->96, 0.152, 0.205 
384->192, 0.341, 0.376 
384->336, 0.367, 0.393 
384->192, 0.194, 0.245 
384->720, 0.411, 0.423 
384->336, 0.244, 0.283 
384->720, 0.318, 0.335 
384->96, 0.151, 0.203 
384->96, 0.151, 0.203 
384->192, 0.193, 0.242 
384->192, 0.193, 0.242 
384->336, 0.246, 0.286 
384->336, 0.246, 0.286 
384->720, 0.318, 0.334 
384->720, 0.319, 0.336 
384->96, 0.156, 0.213 
384->192, 0.199, 0.254 
384->336, 0.248, 0.291 
384->720, 0.320, 0.342 
384->96, 0.157, 0.210 
384->192, 0.199, 0.247 
384->96, 0.160, 0.214 
384->336, 0.248, 0.284 
384->192, 0.201, 0.251 
384->336, 0.249, 0.287 
384->96, 0.158, 0.213 
384->720, 0.321, 0.338 
384->192, 0.200, 0.251 
384->336, 0.249, 0.286 
384->96, 0.154, 0.206 
384->720, 0.323, 0.338 
384->192, 0.198, 0.246 
384->336, 0.246, 0.282 
384->96, 0.154, 0.205 
384->720, 0.319, 0.332 
384->192, 0.198, 0.246 
384->336, 0.246, 0.282 
384->96, 0.158, 0.214 
384->720, 0.317, 0.333 
384->192, 0.201, 0.250 
384->336, 0.250, 0.286 
384->720, 0.321, 0.336 
384->96, 0.155, 0.209 
384->96, 0.166, 0.217 
384->96, 0.169, 0.220 
384->192, 0.213, 0.258 
384->192, 0.210, 0.254 
384->336, 0.258, 0.289 
384->336, 0.257, 0.289 
384->720, 0.326, 0.339 
384->720, 0.327, 0.339 
384->96, 0.155, 0.210 
384->192, 0.198, 0.250 
384->336, 0.248, 0.289 
384->720, 0.323, 0.340 
384->96, 0.171, 0.222 
384->192, 0.214, 0.259 
384->336, 0.260, 0.292 
384->720, 0.326, 0.340 
384->96, 0.156, 0.211 
384->192, 0.199, 0.250 
384->720, 0.321, 0.335 
384->336, 0.248, 0.287 
384->720, 0.320, 0.338 
384->96, 0.293, 0.352 
384->192, 0.346, 0.384 
384->336, 0.360, 0.398 
384->720, 0.396, 0.433 
384->96, 0.384, 0.410 
384->192, 0.414, 0.429 
384->336, 0.429, 0.439 
384->720, 0.443, 0.464 
384->96, 0.300, 0.350 
384->192, 0.339, 0.374 
384->336, 0.365, 0.392 
384->96, 0.292, 0.349 
384->720, 0.407, 0.420 
384->192, 0.349, 0.386 
384->336, 0.361, 0.400 
384->720, 0.387, 0.426 
384->96, 0.151, 0.204 
384->96, 0.381, 0.405 
384->192, 0.408, 0.422 
384->336, 0.422, 0.432 
384->720, 0.439, 0.458 
384->192, 0.195, 0.244 
384->336, 0.243, 0.280 
384->720, 0.316, 0.333 
384->96, 0.314, 0.358 
384->192, 0.344, 0.377 
384->336, 0.368, 0.393 
384->720, 0.406, 0.420 
384->96, 0.167, 0.260 
384->192, 0.220, 0.297 
384->336, 0.270, 0.329 
384->720, 0.351, 0.381 
384->96, 0.298, 0.350 
384->192, 0.330, 0.369 
384->336, 0.357, 0.385 
384->720, 0.402, 0.414 
384->96, 0.380, 0.406 
384->192, 0.408, 0.424 
384->336, 0.417, 0.432 
384->720, 0.424, 0.454 
384->96, 0.380, 0.408 
384->192, 0.412, 0.428 
384->336, 0.431, 0.443 
384->720, 0.465, 0.477 
384->96, 0.378, 0.405 
384->192, 0.406, 0.423 
384->336, 0.416, 0.432 
384->720, 0.425, 0.455 
